"post_id";"status";"title";"url_key";"use_comments";"short_content";"full_content";"posted_by";"google_profile";"facebook_profile";"twitter_profile";"meta_title";"meta_tags";"meta_description";"created_at";"updated_at";"published_at";"recently_commented_at";"user_define_publish";"notify_on_enable";"display_short_content";"comments_enabled";"views";"post_thumbnail";"list_thumbnail";"thumbnail_url";"grid_class";"canonical_url"
"58";"2";"​Weddings and Champagne: History & Customs";"weddings-and-champagne";"0";NULL;"<p>There is so much tradition associated between Champagne and Weddings.  Toasting has become second nature with celebrations and special occasions.  From commemorations, retirements, housewarmings, and even launching boats, champagne has been the wine of choice for celebrating.  <br>
</p><p>The history of this beloved drink goes back to Roman times.  They were the first to plant these vines in the Northeastern part of France.  Known before medieval times, Monks would produce Champagne for use in their rituals and sacraments.
</p><p>French kings were traditionally anointed in Reims where this lovely wine was served in coronation ceremonies.  The oldest recorded Sparkling wine was made by Benedictine monk’s in1531 and it was called Blanquette de Limoux.
</p><p>The name was from an English scientist Christopher Merret who documented an additional fermentation from added sugar in a paper he presented to the Royal Society where he named it methode champenoise in 1662.  Great marketing which included copyrighting the name Champagne and creating strict regulations made Champagne popular among the common folk who could “live like a king” or at least drink like one with Champagne.
</p><p>Laurent Perrier boasted in 1890 that Champagne was the favorite among King Leopold of Belgium, George1 of Greece and many other dukes and noble knights.  He gave the image of affordable luxury which led to its association with celebrations.
</p><h2>The Toast</h2><p>There are many mysteries surrounding the origins of the toast.  Some apocryphal stories talk about poisoning and by clicking or touching the glasses together would cause the drink to spill into each other's cup.
</p><p>Other stories include an ancient practice of placing a burnt piece of toast on top of the wine which took away some acidity makes the wine more drinkable.
</p><p>Even in medieval times there was a toasting cup with two handles called Coupe de Mariage which a couple would share during a marriage and a small piece of toast would be placed on the wine to ensure a healthy life.  Raising your glass and saying a few kind words have become customary.
</p><p>Served in long flutes to keep the bubbles fresh and a long stem to keep the wine chilled, weddings and other ceremonies would not be the same without the Champagne.  As always I hope you enjoyed reading this as much as I enjoyed writing it.
</p><p>Further reading: <a href=""https://theliquorstore.com/blog/which-is-drier-cabernet-sauvignon-or-merlot.html"">Which is Drier Cabernet Sauvignon or Merlot?</a><a href=""https://theliquorstore.com/blog/which-is-drier-cabernet-sauvignon-or-merlot.html""></a></p><p>Learn more about our wines and spirits <a href=""https://theliquorstore.com"">here</a>.</p>";"gitka gitka";NULL;NULL;NULL;"​Weddings and Champagne: History & Customs";NULL;"There is so much tradition associated between Champagne and Weddings.  Toasting has become second nature with celebrations and special occasions.  From commemorations, retirements, housewarmings,";"2019-06-17 05:00:06";"2019-06-17 05:00:06";"2019-07-24 16:58:00";"0000-00-00 00:00:00";"1";"0";"0";"1";"15";NULL;NULL;NULL;"w1";NULL
"59";"2";"What is a Decanter and Why Should I Use One?";"what-is-a-decanter";"0";NULL;"<p>Decanters have a long history associated with them.  Similar to a carafe, decanters have played an important role in serving wine.  Dating back to the Roman times, decanters were filled with wine from an Amphora, which is a vase like ceramic jug with two handles and served from the table.  The decanters were easier to handle by one person or servant.  glass decanters were pioneered by the Romans but due to limited amount of glass, silver, gold and bronze were used.  The Venetians also used glass decanters during the Renaissance period.  The design style of decanters allowed for more air to interact with the wine.  They usually have a long slender neck and wide body.  In 1730 the British glass makers added a stopper to limit the exposure to air.  The designs haven’t changed much since then.
</p><h2>Multipurpose</h2><p>  Decanters add many factors to their usage.  One of the main reasons was that the Amphora’s contained sediment on the bottom of them from the aging wine and by using a decanter; you can filter out these sediment particles to prevent serving them in a person’s glass.  Not only was filtering a factor but the size and shape of the decanters allowed it easier to pour.
</p><p>  Another factor was that the wine was aerated.  When you aerate a wine and allow it to breathe it mimics the effects of swirling the wine in a glass.  The stimulation and movement of the molecules in wine trigger the release of more aromas.  Aerating is more beneficial to wines containing more tannin and is very tannic in nature.
</p><h2>Debate</h2><p>  Decanting wine and the effectiveness of using a decanter is debatable and many people have mixed reviews.  While many claim that prolonged exposure to air can diffuse a wine more than stimulate, other believe there are  benefits.  Some also believe that although great for very tannic wines, delicate wines like Pinot Noir and Chianti can be harmed through decanting.
</p><p>  In the end it is a matter of opinion.  I personally like the look and feel of the decanters and it adds a little class to the wine serving process.  The aesthetic value of the decanter adds that certain flare to a party or get together.  Decanters aren’t just for wine.  Many use decanters to hold their Single Malt Scotches, Cognacs and Whiskeys.  There are many styles and designs to choose from.
</p><p>Further reading: <a href=""https://theliquorstore.com/blog/weddings-and-champagne.html"">Weddings and Champagne: History &amp; Customs</a><a href=""https://theliquorstore.com/blog/weddings-and-champagne.html""></a></p><p>Learn more about our wines and spirits <a href=""https://theliquorstore.com/"">here</a>.</p>";"gitka gitka";NULL;NULL;NULL;"What is a Decanter and Why Should I Use One?";NULL;"Decanters have a long history associated with them.  Similar to a carafe, decanters have played an important role in serving wine.  Dating back to the Roman times, decanters were filled with wine";"2019-06-17 05:02:43";"2019-06-17 05:02:43";"2019-07-25 17:01:00";"0000-00-00 00:00:00";"1";"0";"0";"1";"39";NULL;NULL;NULL;"w1";NULL
"60";"2";"What is a Full Bodied Wine?";"what-is-a-full-bodied-wine";"0";NULL;"<p>The body of a wine describes the textures or the weight of the wine and how it feels in the mouth.  It is more a feeling that comes from a combination of elements like acidity, glycerol, extract, alcohol, etc. A full bodied wine has a complex well round and rich flavor that lingers in the mouth.  </p><p>Some people describe it as a dry puckering type feeling from the tannins interacting with the saliva in your mouth.  Red wines and white wines can have full bodies.  Some of the red wines associated with full bodies is Cabernet Sauvignon, and French Bordeaux.  Dry whites include Chardonnay, and Sauvignon Blanc. </p><p> Usually aged in wood and aged.  Some dessert wines like Sauternes are considered full bodied because the extra sugar adds weight to the texture.  It is hard to judge the body of a wine since it pertains to ones wine feel because everyone has their own opinions and feelings.  </p><p>Smell, taste, legs, and viscosity can be seen and are more a physical attribute as compared to a feeling like judging the body of a wine.  Some wines that are higher in alcohol can be considered full bodied.</p><p>  To compare it to another product, I will use milk.  A full bodied wine would be similar in texture to cream or half and half, a medium body would be similar to regular milk and a light bodied wine would be like 2% milk which is more watery and thin.</p><p>  There are certain recommendations on what foods go well with wine.  This is not an exact science but could help bring out the flavors of your meal.  An overpowering wine will ruin the food is not properly paired. </p><p> The general rule is Full bodied wines should pair well with hearty meats, steak, beef, heavy pastas, etc.  If the meal is big and hearty then the wine should be as well. </p><p> If you want to have a salad or some seafood, something light then a good light bodied wine will help bring out the flavors of the meal.  I remember having a nice Vinho Verde with a salad and it made the green bell pepper so lively and it tasted so intense from the wine complimenting the flavor. </p><p> The best way to learn about body is to try different wines.  Find the differences between mouth feel and you will be able to determine the body of the wine.  Hopefully this article will help you learn a little more and as always, enjoy.</p><p>Further reading: <a href=""https://theliquorstore.com/blog/what-is-a-decanter.html"">What is a Decanter and Why Should I Use One?</a><a href=""https://theliquorstore.com/blog/what-is-a-decanter.html""></a></p><p>Learn more about our wines and spirits <a href=""https://theliquorstore.com/"">here</a>.</p>";"gitka gitka";NULL;NULL;NULL;"What is a Full Bodied Wine?";NULL;"The body of a wine describes the textures or the weight of the wine and how it feels in the mouth.  It is more a feeling that comes from a combination of elements like acidity, glycerol, extract,";"2019-06-17 05:04:23";"2019-06-17 05:04:55";"2019-07-26 17:04:00";"0000-00-00 00:00:00";"0";"0";"0";"1";"16";NULL;NULL;NULL;"w1";NULL
"61";"2";"What is Noble Rot?";"what-is-noble-rot";"0";NULL;"<p>Botrytis Cinerea or also known by the name Noble Rot is a form of grey fungus which grows on certain types of fruits.
</p><p>This fungus is brought on by moist, wet conditions, at which point is known as Grey Rot. The Noble Rot fungus sometimes actually helps wine in producing a sweeter wine.  Grapes usually become infected when they are ripe.  Once infected and exposed to drier conditions, the grapes become raisined and this is known as Noble Rot. Some wine producers use this technique purposely to produce sweeter wines.
</p><p>  The origin of using infected grapes can date back to around 1570 but the vineyard classifications began in 1730 in the Tokaj region in Southeastern Slovakia.  Many crops are lost to Grey Rot but many distinctive sweet dessert wines like Tokay, Tokaji, Aszu, and Sauternes are among those produced from the Noble Rot grapes.
</p><p>  The name Botrytis cinera comes from Latin and translates to “Grapes like ashes” which is in reference to their color.  The fungus removes water from the grapes leaving high amounts of sugars, acids, and minerals.  The more concentrated the  product is the more intense flavors it has.  Besides grapes, Noble Rot affects many other plants like strawberries, tomatoes, etc.
</p><p>  It has been shown that field workers who pick the Noble Rot grapes can be subjected to a rare form of hypersensitivity pneumonitis (winegrower’s lung).
</p><h2>Popular myths</h2><p>  There are many stories behind the practice of making wine from Noble Rot which include a story about a Riesling producer at Schloss Johannisberg in the Rheingau region who awaited the approval of the estate owner before cutting the grapes.  The owner was Heinrich von Bibra, bishop of Fulda and he sent his abbey to give the message to harvest but was robbed en route to deliver the message and so the harvest was lost to the rot and given to the peasants who made a sweet delicious wine from these grapes known as Spatlese or “late harvest” wine.
</p><p>Further reading: <a href=""https://theliquorstore.com/blog/what-is-a-full-bodied-wine.html"">What is Full Bodied Wine?</a></p><p>Learn more about our wines and spirits <a href=""https://theliquorstore.com/"">here</a>.</p>";"gitka gitka";NULL;NULL;NULL;"What is Noble Rot?";NULL;"Botrytis Cinerea or also known by the name Noble Rot is a form of grey fungus which grows on certain types of fruits.
This fungus is brought on by moist, wet conditions, at which point is known as";"2019-06-17 05:06:52";"2019-06-17 05:06:52";"2019-07-27 17:05:00";"0000-00-00 00:00:00";"1";"0";"0";"1";"22";NULL;NULL;NULL;"w1";NULL
"62";"2";"What Wine is Good to use for Cooking?";"cooking-wine";"0";NULL;"<p>I remember my mom always telling me that if you can’t drink the wine then don’t cook with it.  It is funny because I am reminded of her sayings every time I go to the supermarket and see the five dollar bottles of wine in the beer section.  I think this saying which is used by many has some truth to it.  One of the facts to remember is that when you add wine to a pan, the only thing that cooks out is the alcohol.  The flavor of the wine is still in the dish so it would be wise to pick some thing worth drinking.  The cheap cooking wines you often find in the supermarket and sometimes the dollar store actually have a lot of sodium which could be bad for your diet.
</p><h2>The unknown rules for cooking</h2><p>  One thing you should do is to think of wine as an ingredient that plays some importance as the other ingredients.  For instance, you aren’t going to use an artificial cheese or powder for your mac and cheese recipe and so the same consideration should be taken with the wine. </p><p> It isn’t wise to use a really expensive wine but you shouldn’t use a really cheap wine that might spoil your meal.  There are some average wines that are priced reasonably and are descent to cook with.  Now the main thing to remember and most important is to have fun.  Experiment with different varietals. </p><p> A little chardonnay in the chicken alfredo or a dash of Cabernet Sauvignon in the lasagna sauce.  Choosing a wine is similar to food pairing in that a light bodied wine should be used for light dishes and a dry heavy wine should be used for hearty heavy meals. </p><p> Red wines are good for pasta dishes, sauces, and red meats.  White wines are gooood  for cream sauces or with poultry and seafood dishes.  I usually recommend a dry white wine because the flavors or sweetness of the wine might counteract with the seasonings in the dish so to play it safe, I use a nice dry base to start out with. </p><p> If you use a wine in your recipe than your wine that you will serve with the food should be the same varietal.  So if you make an Alfredo sauce with Chardonnay, then you don’t want to serve a Cabernet Sauvignon with it.
</p><p>  You don’t have to spend a ton of money on a wine that you are just going splash in your dish and always experiment.  The different characteristics of wine can enhance and add character to your food.  Have fun and enjoy and save the expensive wines to serve with the food and not in it.  As always enjoy!!!
</p><p>Further reading: <a href=""https://theliquorstore.com/blog/what-is-noble-rot.html"">What is Noble Rot?</a></p><p>Learn more about our wines and spirits <a href=""https://theliquorstore.com/"">here</a>.</p>";"gitka gitka";NULL;NULL;NULL;"What Wine is Good to use for Cooking?";NULL;"I remember my mom always telling me that if you can’t drink the wine then don’t cook with it.  It is funny because I am reminded of her sayings every time I go to the supermarket and see the five";"2019-06-17 05:08:56";"2019-06-17 05:08:56";"2019-07-28 17:07:00";"0000-00-00 00:00:00";"1";"0";"0";"1";"8";NULL;NULL;NULL;"w1";NULL
"63";"2";"Where do I find Wine Recommendations?";"where-do-i-find-wine-recommendations";"0";NULL;"<p>Besides learning the wine lingo and learning how to taste wine, it is not uncommon for many new wine drinkers to ask where to find good wine recommendations.  As vast as the wine industry is, there is a good answer for that.  There are many blogs as well as fun and interesting comments on wine on the internet.  Some of the advice you receive online is sometimes inconsistent so one of my recommendations is to check out reputable wine publications.  There are some major magazines and online sites that have accurate descriptions and even a rating system.</p><p>  Wine spectator was founded first as a tabloid newspaper in 1976.  Created by Bob Morrisey, it was later sold to the current publisher Marvin R. Shanken.  It was around 1981 when they created the Restaurant Award Program that reviewed restaurants and rated them in three categories. It publishes 15 issues per year and includes articles, tasting notes, and wine ratings.</p><p>  The Wine Advocate was created by Robert M. Parker Jr. and publishes bimonthly.  The first issue was published in 1978 and was originally called The Baltimore-Washington Wine Advocate.  Robert Parker introduced a Point quality scale which had a major impact on the wine industry.  Robert M. Parker originally studied law until 1984 when his publication made enough money for him to quit.  He gained international popularity when he predicted that a 1982 Bordeaux wine was highly rated.</p><p>  Wine Enthusiast is another great publication created in 1988 by Adam and Sybil Strum.  Reaching 680,000 readers with great wine and spirit reviews as well as additional wine lifestyle content, Wine Enthusiast also has a website with great wine information.</p><p>These are some of the major players in rating and recommending wine.  All the publications not only give you great recommendations but also have articles describing tastes and characteristics of grape varietals.  Check them out online or pick up the magazine from your local newsstand and enjoy.  </p><p>Further Reading: <a href=""https://theliquorstore.com/blog/cooking-wine.html"">What Wines are Good to Use for Cooking?</a></p><p>Learn more about our wines and spirits <a href=""https://theliquorstore.com/"">here</a>.</p>";"gitka gitka";NULL;NULL;NULL;"Where do I find Wine Recommendations?";NULL;"Besides learning the wine lingo and learning how to taste wine, it is not uncommon for many new wine drinkers to ask where to find good wine recommendations.  As vast as the wine industry is, there";"2019-06-17 05:11:07";"2019-06-17 05:11:07";"2019-07-29 17:09:00";"0000-00-00 00:00:00";"1";"0";"0";"1";"14";NULL;NULL;NULL;"w1";NULL
"64";"2";"Which is Drier, Chardonnay or Pinot Grigio? ";"which-is-drier-chardonnay-or-pinot-grigio";"0";NULL;"<p>White wine is generally labeled into two categories labeled dry or sweet.  To answer a question of which white wine is drier is very hard to answer due to the complexity and characteristics of the wines.  Dry wines tend to have more complex flavors, higher alcohol, and less acidity than sweet wines.  To explore the answer more in depth, we must define the characteristics of each varietal.
</p><h2>Pinot Grigio</h2><p>  Pinot Grigio is also found by the name Pinot Gris sometimes.  This wine is generally light and crisp and usually paired with simple light meals.  Some Pinot Grigio’s are very dry with hints of natural citrus and apple flavors.  Pinot Gris grapes mature early and thrive in cool climates.  Now how dry this wine is depends on the region and wine making style.  This is where the answer gets a little tricky.  While some Pinot Grigio’s appear to be drier due to fermentation and are high in alcohol, others may appear sweeter due to early maturation with higher sugar levels.  So depending on the region and it is possible to have a Pinot Grigio that seems a bit sweeter.
</p><h2>Chardonnay</h2><p>  Chardonnay is a very neutral grape and the flavors it most commonly have are from the influences of Oak and Terroir. Many of the North American Chardonnays appear to have more Oak and vanilla hints than their French counterparts. This hint of vanilla and the oak can make the Chardonnay have a buttery, nutty feel to it which people may generally mistaken for sweetness.  Chardonnay is world renown for being added to champagnes and many white burgundys out of France.
</p><p>  So the matter is that since they are both dry then which one is drier?  That is why it is hard to answer but in general, Chardonnay is the drier of the two although it is possible to have a Pinot Grigio that may be dry as well.
</p><p>I think the best way to decide is to pair it with food.  Chardonnays are great with heavy hearty meals while Pinot Grigio’s are great with light dishes and seafood.  So hopefully this article helps a little.  As always,drink well my friends.
</p><p>Further reading: <a href=""https://theliquorstore.com/blog/where-do-i-find-wine-recommendations.html"">Where do I Find Wine Recommendations?</a></p><p>Learn more about our wines and spirits <a href=""https://theliquorstore.com/"">here</a>.</p>";"gitka gitka";NULL;NULL;NULL;"Which is Drier, Chardonnay or Pinot Grigio? ";NULL;"White wine is generally labeled into two categories labeled dry or sweet.  To answer a question of which white wine is drier is very hard to answer due to the complexity and characteristics of the";"2019-06-17 05:13:48";"2019-06-17 05:13:48";"2019-07-30 17:11:00";"0000-00-00 00:00:00";"1";"0";"0";"1";"115";NULL;NULL;NULL;"w1";NULL
"65";"2";"Why are Wine Bottles Dark?";"why-are-wine-bottles-dark";"0";NULL;"<p>Ever read a review where they spoke about the rich red color of the wine only to find it bottled in a dark glass bottle.  I use to wonder why wine didn’t come in clear bottles so we can see how good it looks. Sometimes you can tell if a white wine is bad by the darkness of it as compared to other bottles.  </p><p>So I did a little research and found out many interesting things about the color of the bottle.  There is a reason why they recommend a wine cellar or cave to store your wine bottles and that is because the conditions are cool and dark.  </p><p>Most colored bottles have UV filters that prevent the sunlight from degrading and prematurely aging your wine.  You will find a majority of red wines come in colored bottles for this reason. </p><p> Now many of the colored bottles are produced from tradition and so they follow the colors that have always been used.  No matter what color the bottle is, test has proven that a darker bottle helps protect the degradation. </p><p> I believe you can find a similar argument with beer as well.  Many of the bottles have distinct shapes for the style of wine they are. It is pretty easy to determine the style of wine and where it originated just from the shape and color of the bottle. </p><p>So I hope this is as informative as it was to write it.  Thanks again and as always, enjoy.</p><p>Further reading: <a href=""https://theliquorstore.com/blog/which-is-drier-chardonnay-or-pinot-grigio.html"">Which is Drier, Chardonnay or Pinot Grigio?</a><a href=""https://theliquorstore.com/blog/which-is-drier-chardonnay-or-pinot-grigio.html""></a></p><p>Learn more about our wines and spirits <a href=""https://theliquorstore.com/"">here</a>.</p>";"gitka gitka";NULL;NULL;NULL;"Why are Wine Bottles Dark?";NULL;"Ever read a review where they spoke about the rich red color of the wine only to find it bottled in a dark glass bottle.  I use to wonder why wine didn’t come in clear bottles so we can see how good";"2019-06-17 05:16:00";"2019-06-17 05:16:00";"2019-07-31 17:14:00";"0000-00-00 00:00:00";"1";"0";"0";"1";"22";NULL;NULL;NULL;"w1";NULL
"66";"2";"Why Are Wine Bottles are Shaped the Way They Are?";"wine-bottle-shapes";"0";NULL;"<p>Ever walk through your local wine shop and see all the differently shaped bottles.  I use to wonder why Rieslings almost always can in a long slender type bottle.  Most bottles hold bout 750ml of wine that is generally made from glass.  Some of the wines are fermented in the bottle while others are bottled after fermentation and all of them used to be sealed with a cork.  Screw cap tops are becoming more popular as well and in the U.S. many bottles are referred to as a “fifth” until 1979 when the U.S. adopted the metric system and 750ml took its place.Shapes</p><p>  Wine producers from old traditional countries stick to their traditions and choose the shape of their bottles from a long history of bottle shapes that their forefathers made.  Some of the bottles have weird names derived from historical references.</p><p>Punts are also called kick ups which is a dimple at the bottom of the wine bottle.  The purpose for the dimple doesn’t have an exact purpose but many suggest that when the glass bottles were blown that the technique left a mark on the bottom of the bottle and by indenting the bottom, glass blowers were able to not leave a mark that could scratch the table.  </p><p>Others believe it made the bottle less likely to topple over.  It also provides a grip for pourers as well as allows the bottles to be more easily stacked.  Tavern servants used to put their thumb in the dimple to show the barkeep whether the customer was a thumbs up or thumbs down as a reliable patron.  Whatever the reasons, it was the common shape and is still used today.</p><p>  Champagne bottles are actually made of a thicker glass due to the carbonation in the bottle.  Dom Perignon was one of the first producers to include a wire mesh to prevent the cork from flying off and hitting some one. </p><p>  Mosel and Alsace bottles tend to be slim and tall with narrow sides usually a green glass that often contained sweet dessert wines or a dry- off dry wine.</p><p>  Most of the wine producers shaped their bottles according to the style.  If a wine had similar characteristics to Bordeaux then it would be placed in a bottle similar in shape and style.  Fortified wines like port and sherry are usually bottled in a sturdy bottle with a bulge in the neck which was to catch the sediment from fortification.  </p><p>You can usually determine the style and origin of the wine from the shape and color of the bottle.  You will notice and will soon be able to distinguish between the bottles and could know what regions they are from.  As always my friends, I hope this article helps you pick out that wine you like. Enjoy.</p><p>Further reading: <a href=""https://theliquorstore.com/blog/why-are-wine-bottles-dark.html"">Why are Wine Bottles Dark?</a></p><p>Learn more about our wines and spirits <a href=""https://theliquorstore.com/"">here</a>.</p>";"gitka gitka";NULL;NULL;NULL;"Why Are Wine Bottles are Shaped the Way They Are?";NULL;"Ever walk through your local wine shop and see all the differently shaped bottles.  I use to wonder why Rieslings almost always can in a long slender type bottle.  Most bottles hold bout 750ml of";"2019-06-17 05:18:12";"2019-06-17 05:18:12";"2019-08-01 17:16:00";"0000-00-00 00:00:00";"1";"0";"0";"1";"24";NULL;NULL;NULL;"w1";NULL
"67";"2";"Will Glass Wine Bottles be Replaced?";"will-glass-wine-bottles-be-replaced";"0";NULL;"<p>Wine being stored in boxes and plastic is nothing new.  Since the beginning of history, wine has been transported in everything from wooden barrels, clay amphoras, exotic animal skins and etc.  In recent times, innovative improvements on non glass containers have made it possible to replace our beloved glass bottles.  One of the newest inventions making a come up since it hit the market has been the pet bottles.  Pet bottles have been used in the past with small 25cl bottles and the 1.5 bottle from the south of France.  Some of the popularity behind these containers is associated with reducing our carbon footprint.
</p><p>  Some of the advantages in using these bottles are that they are lighter.  A pet bottle weighs 54 grams as compared to the 400 gram glass bottle.  These bottles are also easy to transport and are recyclable.  More bottles can be stored during transport which helps the carbon footprint.
</p><p>  Some of the disadvantages associated include a shorter shelf life due to the allowance of oxygen inside the bottle.  Plastic bottles have always been frowned upon as cheap.  Another fear is that plastic bottles may contain phthalates which can be harmful to the body and might be absorbed in the body.
</p><p>  So it is hard to tell if these plastic bottles will replace glass especially with people and the image of plastic containing wine. Glass has always given wine that elegant feel and superb classiness.  Would you buy a plastic bottle of wine bottle?   Only time will tell if plastic wins the battle of the bottles.
</p><p>Further reading: <a href=""https://theliquorstore.com/blog/wine-bottle-shapes.html"">Why Are Wine Bottles are Shaped the Way They Are?</a><a href=""https://theliquorstore.com/blog/wine-bottle-shapes.html""></a>
</p><p>Learn more about our wines and spirits <a href=""https://theliquorstore.com/"">here</a>.</p>";"gitka gitka";NULL;NULL;NULL;"Will Glass Wine Bottles be Replaced?";NULL;"Wine being stored in boxes and plastic is nothing new.  Since the beginning of history, wine has been transported in everything from wooden barrels, clay amphoras, exotic animal skins and etc.  In";"2019-06-17 05:21:18";"2019-06-17 05:21:18";"2019-08-02 17:20:00";"0000-00-00 00:00:00";"1";"0";"0";"1";"70";NULL;NULL;NULL;"w1";NULL
"68";"2";"Wine Accessories: What You Need to Know";"wine-accessories-what-you-need-to-know";"0";NULL;"<p>Ok so you have a few bottles in your collection.  Maybe you put a few bottles aside for that special occasion when company comes over.  You find yourself in front of your local wine store looking at some of the accessories for wine but are confused at what does what.  This article is for you to try to help explain some of the items you might want to add to your collection.  Names like aerators, decanters, and other oddly shaped tools can be a little intimidating, especially if you have no clue what they do.  Let’s start with why we might need them.</p><p>  Aerators are very cool and I kind of look at them as helpers.  They help the wine breath by displacing the wine and allowing oxygen to the mix.  They make very significant changes that are very noticeable.  If you ever see someone twirling their wine in their glass, it is because they are trying to aerate it to bring out the flavors and aromas. </p><p>  Aerators are designed in a way similar to carburetors which mix oxygen and fuel.  They have a wide tube that narrows at one end and they work faster than decanters.</p><p>  Decanters are made of glass, ceramic or metals like gold, copper, silver, etc. and are used to aerate the wine as well.  They do this because of the way they are shaped which allows for a big surface area in the vessel to which the wine can breathe.  Most can hold about one bottle and besides aerating the wine they also have a nice look to them that add a certain aesthetic to parties and even your wine collection.  Decanters are different from amphoras which were big jugs that wine was stored in.  Usually with handles on both sides and often wine was poured from amphoras into decanters which were smaller and easier to handle.  Another benefit of this method was that they were able to keep the sediment on the bottom of the wine from being poured into someone’s glass.</p><p>  A wine vacuum sealer is a little gadget that can help when you don’t want to finish a bottle of wine.  Many people usually put a cork in the bottle and leave it but the air inside will gradually reduce the quality of the wine.  This could affect the wine if you don’t drink the wine for a couple of days.  If you know you aren’t going to finish the bottle within the week then you could benefit from a vacuum sealer. </p><p>  You should have some knowledge on corkscrews.  They are pretty self explanatory.  You might hear references to a device called the rabbit which is a cork screw that attaches to a table and has the shape of rabbit ears.  Besides that you should always use the right glasses to help bring the taste out of your wine.</p><p>  I never thought that there were so many details in the gadgets used with wine until I started trying some.  They do make a difference and you should try some of these gadgets in your house.  You can find reasonably priced items at your local wine store or even online at <a href=""https://theliquorstore.com/"">TheLiquorStore.com</a>.  So pick some up today and let me know what you think.</p><p>Further reading: <a href=""https://theliquorstore.com/blog/will-glass-wine-bottles-be-replaced.html"">Will Glass Wine Bottles be Replaced?</a><a href=""https://theliquorstore.com/blog/will-glass-wine-bottles-be-replaced.html""></a></p>";"gitka gitka";NULL;NULL;NULL;"Wine Accessories: What You Need to Know";NULL;"Ok so you have a few bottles in your collection.  Maybe you put a few bottles aside for that special occasion when company comes over.  You find yourself in front of your local wine store looking at";"2019-06-17 05:23:07";"2019-06-17 05:23:07";"2019-08-03 17:21:00";"0000-00-00 00:00:00";"1";"0";"0";"1";"47";NULL;NULL;NULL;"w1";NULL
"69";"2";"Wine Aging: For Taste, Quality, & Science";"wine-aging";"0";NULL;"<p>When I first got into enjoying wine, I often wondered about starting my own collection of good bottles but wasn’t sure about how the aging of wine worked.  Not all bottles can be stored away for years and many have a very short shelf life.  There is a science behind aging and once you know the facts behind, you can start working on your collection.</p><p>  The aging of wine can improve taste and quality.  Although wine is perishable, the sugars, acids, compounds, and tannins can alter and make the wine more pleasurable.  The ratio of all of these ingredients is important to determining what wines age well.  Only 10% of the wine produced has the ability to age.  </p><p>The majority of wine is meant to be consumed in a few years.  I think the first step to aging wine would be to get a storage rack with proper conditions.  Proper conditions can include a dark, damp and quiet space where you wine will not be exposed to vibrations.  Never store red wine in the refrigerator because with little humidity, the corks will shrink and your wine will spoil.  It is also important to store sideways or upside down to keep the cork moist.  If the cork dries out it could spoil the wine. </p><p> The science and qualities needed to determine which wines age can be a little difficult.  Most wines with lots of tannins have a great aging ability.  Tannins are a type of astringent which binds with proteins.  These polyphenolic compounds are found in plant leaves to add a bitter taste to the leaves to prevent animals from eating it.  These tannins are actually quite beneficial to wine.  They give the wine body.  The puckering feeling in dry red wine is the tannins binding with the proteins in your saliva.  These tannins break down as time passes and become sediment in the bottom of the bottle.  During this process, the wine becomes smoother and the color becomes a more brick, rusty color.</p><p>  Wines with a low PH also have a greater capability of aging.  In white wine sugar acts like tannins and preserves the wine.  The white wines with the longest aging ability seem to be the ones with high amounts of extract and acidity as well as less water.  The less water in the grape prior to harvest, the more likely the grapes will have aging potential.</p><p>  Each wine has its own aging potential.  There is a point at which the wine is ready to drink.  It is possible to over age and hold on to a bottle for too long. </p><p>  Vintage sometimes plays a role in determining the aging ability of a wine.  Climate and temperature plays an important role.  There are vintage charts that explain which regions had a great year for wine.  The factors in determining a good year could be rainfall, whether or not there was extreme heat or extreme cold.  The harvesting time as well play an important role.</p><p>Once you know the style and are able to store it properly than you will be on your way to having a great collection.</p><p>Further reading: <a href=""https://theliquorstore.com/blog/wine-accessories-what-you-need-to-know.html"">Wine Accessories: What You Need to Know</a><a href=""https://theliquorstore.com/blog/wine-accessories-what-you-need-to-know.html""></a></p><p>Learn more about our wines and spirits <a href=""https://theliquorstore.com/"">here</a>.</p>";"gitka gitka";NULL;NULL;NULL;"Wine Aging: For Taste, Quality, & Science";NULL;"When I first got into enjoying wine, I often wondered about starting my own collection of good bottles but wasn’t sure about how the aging of wine worked.  Not all bottles can be stored away for";"2019-06-17 05:25:19";"2019-06-17 05:25:19";"2019-08-04 17:23:00";"0000-00-00 00:00:00";"1";"0";"0";"1";"68";NULL;NULL;NULL;"w1";NULL
